monthly_salary,monthly_expenses,current_savings,annual_return_pct,goal_type,goal_cost,months_to_reach
146188.83,63110.88,625606.52,5.99,car,607367.34,0
320210.69,246326.98,686914.12,2.07,house,2464375.62,24
293949.54,199308.3,5204607.81,4.51,car,1798945.66,0
397245.72,219521.52,315630.38,0.16,car,2005669.36,10
282535.75,245165.16,4903170.68,1.17,car,1966628.75,0
327029.41,229412.55,648559.03,2.67,car,1265753.93,7
359831.84,265746.11,494388.02,8.83,property,693809.48,3
76914.6,43226.16,699698.34,1.61,property,5342052.76,124
305961.15,154963.95,624457.69,11.38,property,5511076.75,28
225205.07,117626.93,2822569.93,10.75,car,686594.93,0
310026.89,201780.77,5865534.08,4.4,house,2045172.71,0
185182.17,67730.53,2663119.52,0.04,house,13458202.41,92
163600.38,119755.6,348227.55,10.13,house,8655475.49,109
173969.67,119656.5,984536.58,2.09,house,8407714.72,120
396453.66,226668.33,466209.64,4.34,car,2027307.8,9
162623.7,61004.04,2787844.22,8.75,car,1194810.19,0
111348.15,79197.65,1641384.28,6.44,house,12118063.51,162
26457.86,19172.39,404008.3,13.14,property,1885748.21,80
44515.52,22733.47,50199.19,1.71,house,4913004.1,194
220858.8,195266.35,4851304.6,10.34,house,9945308.52,59
118291.42,102223.59,503765.51,13.28,house,13386128.84,185
114625.83,53451.6,1975731.29,2.63,property,981244.42,0
121763.79,53931.2,191501.96,9.75,property,5584272.83,61
295876.05,196175.91,4581482.64,9.34,house,7003156.36,17
80265.29,39781.86,808688.28,10.04,house,11250367.93,126
341115.05,207579.91,852183.64,13.45,house,2609271.74,12
351908.79,296737.29,2463012.35,13.75,house,3615072.15,13
379533.85,217927.95,2647129.22,12.23,car,1187214.2,0
107050.04,80871.01,873350.34,9.56,house,4087572.76,73
348877.85,274757.98,5598772.58,6.58,house,7051086.95,14
126319.3,66236.85,1745357.1,11.41,property,7372058.38,56
28546.96,13860.11,74654.98,3.38,property,4257273.73,208
87812.76,82489.55,698746.28,13.61,house,9736285.73,193
284932.42,214897.93,2324563.06,4.06,property,931425.72,0
344126.85,169754.42,7569297.73,2.93,house,4123440.39,0
219960.76,154472.49,4663943.72,1.71,property,2164091.19,0
73738.11,30328.88,167370.57,8.4,property,3998375.14,68
353866.68,150134.06,410459.88,13.66,car,1605298.95,6
259731.97,121760.81,1351326.77,5.67,house,14992488.3,79
34900.24,20730.33,29113.05,1.08,car,2319886.87,151
252512.56,164873.5,4596122.7,4.58,house,2786655.21,0
385081.18,333105.64,7198676.81,10.08,property,7188679.22,0
24055.34,11087.04,473610.46,13.96,car,1589398.62,47
147143.62,88141.03,1941379.18,11.73,property,7432448.6,54
112866.62,65053.46,1279292.58,9.84,house,11345025.59,109
332755.55,235472.22,7669631.37,12.71,car,2241018.8,0
278445.89,162906.67,4074727.81,4.84,car,467754.27,0
249402.73,208278.26,5212566.62,8.95,property,2651271.28,0
224907.14,109193.87,2142926.8,6.68,car,1590425.58,0
307478.05,182754.93,1258943.21,10.12,car,1634450.33,3
212223.98,83637.67,2298599.34,4.69,house,2536052.43,2
116955.99,43494.73,2094023.96,10.23,car,1443296.54,0
174754.21,139504.05,3479355.3,8.83,house,4708256.84,19
375525.09,228019.48,8708768.23,10.41,property,5702647.47,0
64274.81,27462.82,1203697.58,0.25,car,2376465.5,32
352435.05,135064.56,7485190.49,5.06,house,13441284.62,23
53584.3,46765.23,35069.24,2.16,house,2481172.04,276
377317.51,180249.13,8628074.48,10.75,house,13616163.95,17
155202.23,130437.95,1896232.84,2.57,property,1315802.62,0
258023.75,165435.05,4725252.82,9.02,car,1666593.06,0
393889.55,334347.21,2745260.42,13.48,car,832620.25,0
360616.99,127288.93,4568093.04,6.26,car,1053740.42,0
110221.76,95639.44,2414449.74,10.31,property,1523714.55,0
37525.82,18396.98,337104.29,10.13,car,525444.43,9
160813.87,122968.69,69680.69,11.51,property,3261821.17,62
234495.48,181623.39,4520809.35,4.0,car,2356915.51,0
291568.05,181315.9,1786104.0,11.3,house,11708952.63,59
288341.42,208835.7,4331781.75,10.73,property,6560525.44,18
350440.4,260749.63,6983146.05,8.98,property,6095142.58,0
276845.27,223317.42,5675563.96,1.26,property,2716606.37,0
223400.55,127273.15,2059389.4,13.33,car,623250.07,0
234829.15,123671.48,4352602.48,12.42,property,5140877.16,5
390444.42,182208.93,1641025.36,2.67,car,2146210.03,3
326689.42,158057.81,6119766.6,10.87,house,6956864.34,4
232742.53,212381.61,2278004.4,9.8,property,4047331.62,39
171237.64,72027.69,3138956.94,13.61,car,1712259.1,0
86087.56,41282.78,1160445.79,13.93,car,1443986.31,5
103750.99,78029.87,1499990.6,5.07,car,2276748.18,24
217679.24,162030.74,2931634.11,0.24,house,12678183.69,171
360955.3,334249.06,7686465.66,1.65,car,2284946.72,0
235181.78,143575.87,168991.62,11.26,car,1193708.05,11
309980.0,209763.55,1090724.9,9.25,car,2023921.87,9
165324.88,95388.76,1614595.6,1.02,car,332852.82,0
203133.05,123011.74,3276186.47,9.6,car,1986280.21,0
326748.34,175861.45,2641583.79,12.93,car,854247.19,0
92975.54,47438.75,1208238.95,3.37,house,12971807.77,184
123322.55,109682.63,2529504.18,11.66,car,1352518.12,0
105019.18,37167.13,2147955.83,6.08,house,13749076.78,111
167928.79,159375.52,470673.28,13.72,house,8302640.95,177
48521.56,36439.16,948282.59,4.69,car,405415.53,0
45164.52,30110.62,663449.83,3.91,house,10003137.3,313
47801.86,37889.58,62322.39,5.71,car,2198376.69,146
218286.93,190587.28,4973922.95,8.99,property,1577360.89,0
297391.02,143433.61,1997041.8,0.24,house,7448768.92,36
247557.57,144683.23,345681.46,13.2,car,1897246.66,14
309927.22,185022.72,967186.99,1.92,car,1522021.88,5
54986.42,48028.93,956748.05,11.56,house,13961715.76,227
393153.33,270982.04,8798631.64,0.94,house,1806923.44,0
375898.3,283720.31,2370857.44,13.58,car,745866.17,0
108202.98,98718.45,2477917.24,4.4,property,7479582.84,188
96995.06,87246.24,934207.43,6.54,car,1321361.08,25
97868.48,92746.68,2131899.36,9.49,car,1626439.78,0
20176.49,8425.14,363340.3,3.33,property,7846581.59,349
140747.26,88760.38,1844733.04,13.67,house,3137066.88,17
102936.41,40618.88,1649970.58,4.15,house,9499492.83,98
295874.92,133503.54,4110104.07,0.67,house,5469222.84,9
36340.48,30543.33,376045.22,3.99,car,820316.52,58
97858.32,48936.55,238653.99,6.59,car,2340904.69,38
363916.26,289149.62,4364010.79,7.19,car,465392.84,0
336903.99,247098.01,7100708.23,12.52,property,4521829.97,0
89308.96,64923.99,559642.19,13.03,house,3816864.88,72
227527.53,179912.56,2682854.52,10.24,property,3784482.52,15
307993.81,267939.25,1712165.67,11.52,car,2228614.74,9
342268.91,156187.56,5598410.99,4.46,car,1044636.8,0
237521.64,147212.58,4211460.83,6.9,property,4914586.94,7
293289.51,178089.36,4791731.05,13.92,house,7957336.9,17
43213.8,37446.59,514898.71,12.6,property,6349143.98,179
75686.79,62475.08,663173.02,0.03,property,1577221.08,70
270386.01,122367.02,1452999.54,4.89,property,1694128.62,2
397017.3,300640.67,6284515.36,0.21,house,8777506.09,26
189967.28,78445.2,1207775.25,7.97,property,1046466.31,0
267494.64,244019.38,467066.7,7.99,house,9166204.99,175
388188.28,311706.58,8896261.97,7.81,property,6294281.68,0
122036.64,74195.43,1783574.12,4.04,property,7010582.38,85
382173.02,162853.27,8425411.03,11.91,car,2393079.97,0
282881.44,138012.04,5714865.18,6.06,property,4986671.65,0
282734.44,185026.15,1980504.64,1.82,property,3032907.19,11
299461.39,196842.97,4524377.87,9.06,house,6181521.52,12
257905.02,168804.24,5957172.67,10.52,car,1829616.8,0
187734.11,105912.59,806696.32,12.53,house,7542318.8,56
201488.54,135715.04,4700854.68,2.61,property,3890048.12,0
164570.35,65300.71,2425204.35,10.07,property,7800180.37,39
208061.34,139259.28,1919862.19,2.1,property,4809446.43,39
185856.54,120497.42,3771451.19,11.72,car,1004255.81,0
239185.62,154596.26,4303989.24,11.07,property,2886903.93,0
219266.97,129182.49,980055.91,8.75,car,1111098.02,2
284290.62,250122.38,4527522.19,12.15,house,6642679.08,24
255424.88,194472.19,3489268.25,0.43,car,669423.25,0
361911.37,164866.67,6483767.73,11.93,house,4891277.44,0
375007.73,219718.53,5342464.35,2.75,house,12657323.69,42
252327.22,116427.14,1493523.57,13.32,property,4495273.3,18
238900.22,122209.76,2244049.13,12.13,car,1501600.59,0
362576.8,251467.56,897182.76,5.67,house,2574693.8,15
278601.21,152319.19,3564135.78,4.73,house,3901630.8,3
379109.27,221189.76,8813180.38,2.41,property,2162390.95,0
283947.12,157873.19,4142930.92,9.61,car,791818.04,0
396743.12,258949.77,5331594.58,5.48,house,1846400.15,0
265411.92,175533.09,6091260.65,13.29,property,2932822.64,0
251755.86,202309.19,4670594.38,4.02,house,4526790.56,0
93780.63,68166.95,270038.19,9.46,property,6682464.32,133
48313.66,41039.48,1059669.85,8.39,car,403157.64,0
218186.19,168616.83,3047503.98,3.77,car,489222.38,0
158405.0,92939.14,335339.28,4.11,car,1018889.23,11
144551.13,59892.35,2528832.38,5.13,car,2098585.39,0
200825.14,172212.63,2528106.29,3.33,house,7538912.61,119
140581.69,50557.96,2094456.18,13.34,car,1833677.02,0
264458.58,109872.71,6032110.5,11.09,car,2007934.16,0
87383.41,50661.35,1109864.58,13.97,property,4938011.0,56
199697.33,77100.22,3510687.62,1.84,house,1590808.12,0
157174.9,77173.82,1939874.45,7.81,house,6929613.7,47
358270.4,326421.73,4792854.7,12.78,house,7117121.92,25
383107.5,332698.47,5365654.65,5.82,house,8775351.15,41
126224.47,109506.75,418719.07,9.89,property,3029639.99,89
301504.71,226607.58,3917265.93,4.75,property,3664734.67,0
158209.71,137654.5,2990572.78,11.78,house,3899964.0,17
68980.8,63793.66,1507346.51,13.55,property,3710804.57,67
146272.02,63142.0,2987505.77,12.35,car,643074.91,0
136599.68,100195.73,1922224.17,12.3,car,2408614.91,9
69828.6,61199.4,1479948.61,11.58,house,13224548.79,186
46312.18,16364.03,377829.32,0.47,car,1693519.27,44
181759.48,144115.83,2975017.02,3.97,house,12990148.65,161
219420.92,127229.14,3088218.69,13.93,house,3444977.13,3
385976.21,294969.34,8676619.64,5.92,property,6416207.35,0
293357.1,154188.76,2909723.06,10.46,car,1105847.04,0
215819.33,171198.48,868675.98,5.16,car,2389346.94,30
46445.42,22343.18,906875.39,9.91,car,1921501.59,29
92361.01,35812.92,443734.29,2.0,property,553132.14,2
135850.39,55095.82,1229684.03,0.11,car,1443099.31,3
177839.84,114479.54,870520.47,7.74,house,1827042.74,14
82722.47,52363.03,1029758.4,1.22,house,3888705.69,88
88652.78,49650.22,987793.56,3.64,house,9087557.58,153
120939.52,52173.31,449183.7,8.0,car,1015955.33,8
255072.38,167469.53,4747517.47,9.38,house,6662572.57,15
269917.59,133515.64,662377.41,0.74,car,1880235.99,9
384933.22,283792.86,1621791.35,6.4,car,736306.62,0
319140.43,251157.8,7091006.55,9.18,car,2404720.21,0
371913.11,202876.21,1540111.79,8.07,property,7322311.48,30
101357.43,60527.02,416439.35,1.41,house,12291939.99,248
269753.9,189126.09,4145734.45,3.31,property,1579047.17,0
360748.49,196630.12,3148834.75,13.5,property,6917742.35,18
225262.15,122119.62,5080271.31,3.73,car,1376027.1,0
264950.47,209912.03,5611691.21,3.06,house,5412877.71,0
377921.37,261758.25,2367643.5,3.55,house,9751373.34,56
295511.31,135425.83,3169016.46,11.55,property,3790969.99,4
90982.0,41360.26,152593.13,0.78,car,1766785.15,33
246440.4,198593.35,5386182.51,10.06,car,1378720.49,0
360245.43,196739.42,5010972.69,7.82,property,2322703.97,0
76711.04,64237.25,1385859.76,1.38,house,6861277.77,322
320422.58,278058.52,4214039.99,2.43,car,883685.45,0
230599.81,164636.27,5200820.13,12.39,property,4275955.32,0
348176.75,213440.0,5712304.51,9.71,property,5787146.71,1
161433.3,106320.09,715431.84,8.92,house,13978084.81,131
323502.98,292294.15,6136225.68,11.39,car,744389.43,0
125689.47,66774.05,2782899.62,9.04,property,6913892.2,44
238063.88,98960.42,379426.8,11.69,car,2399007.23,14
351362.51,243251.67,7830077.18,1.31,car,1714405.67,0
83642.43,75789.83,1890641.8,10.49,property,680224.61,0
135060.45,86003.96,2119113.71,10.29,car,424715.01,0
332834.68,298550.27,4605493.51,13.89,car,762917.63,0
245524.29,99623.33,5700570.72,2.03,car,1693239.51,0
298067.06,124990.18,1126010.69,12.13,property,7700854.99,31
175842.37,140954.53,589290.21,1.61,property,5550782.81,128
64054.88,37122.96,160658.15,12.79,car,566104.94,14
294234.86,181806.13,5105558.79,9.26,property,6199639.92,8
374312.92,175466.96,5596493.28,10.22,car,945946.89,0
93128.94,53844.37,465797.96,0.19,car,1301755.15,22
353211.56,295551.72,6583711.57,1.45,house,3877851.73,0
54238.18,19722.39,726860.9,5.53,property,1554584.12,21
148119.14,52618.63,2363709.43,13.75,car,1611911.17,0
162719.24,58622.69,3214960.55,2.71,house,14926655.7,95
152990.63,88474.08,2904284.48,11.35,property,5413672.92,25
326037.62,156097.32,5218823.34,8.35,car,2014281.57,0
241714.37,204030.18,4503794.2,3.2,house,3101779.5,0
124675.54,75343.58,1074252.51,4.57,house,6729478.1,90
309777.41,132646.74,6292264.0,3.63,car,2253825.06,0
315838.0,115403.2,7505068.98,13.02,house,3162023.51,0
253415.44,161574.21,3390871.31,3.89,car,1617946.97,0
43377.05,33890.69,1003565.27,6.04,property,667852.94,0
106716.47,45449.44,720717.27,9.1,car,1053258.71,5
119203.5,103520.27,2368147.29,9.58,property,556831.05,0
286456.38,249180.56,222631.48,0.82,car,1655501.84,38
365032.59,216582.6,4348738.69,12.8,property,3886052.14,0
180811.87,148646.12,2703092.95,5.19,property,5578013.53,58
399255.02,228845.75,4074031.24,2.41,car,852818.68,0
339799.92,146832.81,6606426.55,6.46,car,543232.51,0
230877.73,187355.92,4417664.7,7.2,car,755882.79,0
326316.76,258446.09,3231105.56,3.22,house,6881617.59,45
310108.81,125280.37,1204767.95,7.23,property,598467.61,0
57022.76,44823.19,501221.74,1.5,property,728615.4,18
293521.19,274301.63,4961474.0,6.49,car,1418398.77,0
175263.0,72033.07,226649.04,9.98,house,2576052.3,21
38163.39,33283.72,330758.53,7.43,house,8142447.2,337
95807.92,56562.15,262603.82,2.75,car,1543288.67,32
89055.83,59579.69,1128776.9,4.97,house,10996004.76,191
246540.91,159685.65,1210389.03,7.86,house,4186024.76,29
274999.29,240157.12,1322409.66,5.64,house,13946584.9,191
338565.67,299218.21,3549323.57,2.08,house,9399487.03,117
219354.05,186103.44,3682396.01,6.65,car,426677.95,0
121081.66,72513.68,291081.79,13.51,property,4919856.45,63
306936.5,253855.53,372578.34,8.24,property,4005189.65,55
367293.17,136783.81,6602661.86,3.68,car,1496531.57,0
377761.11,147616.51,6481499.05,10.6,property,5233059.31,0
122431.38,43073.33,732503.58,13.96,car,996665.0,3
85405.82,42985.86,1247982.36,0.53,property,2732216.47,35
335449.76,282793.21,7481289.39,5.53,property,4468909.38,0
207273.28,100363.47,323936.55,6.49,house,10749602.13,78
329192.82,190712.18,4397031.19,4.1,house,13759022.66,56
383071.78,168193.0,4458545.69,13.34,house,7978540.36,13
121146.17,59359.12,506474.59,4.51,car,764057.92,5
281775.99,185755.99,3996542.02,4.05,property,7339772.25,30
398354.82,246040.18,140161.73,9.96,house,3729426.84,22
183699.06,173196.45,2911214.06,0.37,house,2188240.74,0
195081.88,174100.02,3952753.22,1.48,house,2241453.31,0
80176.22,60069.21,52780.47,11.25,property,2446186.11,79
342855.36,305539.61,4490700.3,13.63,car,817463.62,0
280051.54,224196.77,3841606.78,8.34,property,3864351.98,1
75710.24,31584.34,1773457.18,13.48,property,6772102.12,57
211386.82,148517.94,1470068.43,9.26,car,2093701.51,9
343532.22,320276.78,7651774.12,12.52,house,8723903.3,10
81072.2,34224.28,1842225.97,12.37,property,4348590.05,33
372298.87,257873.77,3934635.5,7.1,house,14088844.11,62
224857.91,87026.46,138654.27,7.56,house,7903153.09,49
199844.6,81180.52,4041302.0,11.79,house,9106292.79,28
133831.16,79219.71,2455885.9,9.35,car,1423976.22,0
209880.05,176359.12,1362118.76,2.31,property,3676058.88,61
363448.42,160012.6,6334517.25,5.49,property,7476612.5,5
201311.57,147205.69,1290654.22,8.24,car,1869440.4,9
118287.55,97502.36,2243062.92,5.93,house,7266520.33,117
207855.08,141571.93,1237709.75,6.83,property,7203221.08,68
282553.57,193524.49,2260249.4,5.28,car,2013867.51,0
194891.01,161509.79,3764412.87,9.38,house,3953290.89,3
263199.48,231842.02,5850779.68,9.83,house,12773669.15,67
162999.55,110526.58,2818020.71,13.1,house,1845883.99,0
192162.71,103275.2,298666.64,0.16,property,3035134.34,31
166655.38,74309.03,3733417.55,8.12,car,2116143.57,0
174519.76,117900.63,523800.96,7.04,property,7701155.64,92
315892.8,160963.47,3033560.64,9.75,car,1650976.53,0
354527.02,153324.3,2199754.37,6.71,property,3838807.39,8
238785.09,144452.72,3571684.75,0.89,house,2497016.14,0
399510.1,166902.42,8591637.92,13.92,car,1087043.65,0
307086.6,217974.38,6005606.94,13.98,car,1872416.5,0
61024.98,29170.32,1054093.38,12.52,house,4018834.96,53
114477.64,103145.54,882533.46,7.15,house,5988084.67,176
335422.34,121811.48,1332888.1,12.69,house,11631432.2,38
208324.95,105685.25,3081274.03,6.0,property,736743.5,0
93434.47,48912.13,63359.7,7.94,house,12909227.2,161
198617.56,157742.33,4273816.31,13.04,car,1999279.71,0
68175.37,34443.23,880673.27,10.54,property,813731.76,0
225595.89,201802.71,15439.2,5.61,property,1590951.42,58
123169.46,75836.74,1222923.43,11.87,car,2032009.1,13
339099.16,245347.91,7480121.01,8.77,house,8869852.75,10
254257.9,171126.31,4910836.91,3.49,property,3468706.75,0
255047.14,156651.99,5694548.36,5.34,house,10797303.41,38
349358.25,190887.94,4933096.66,13.7,property,869753.97,0
67164.39,28938.49,965729.6,2.53,property,6357844.99,119
397979.93,198129.49,8870956.62,12.45,car,1072774.29,0
46745.79,18565.74,765994.52,0.87,property,4533631.02,126
313091.11,261275.26,1556500.16,4.4,house,14674167.1,167
266095.03,109100.29,3699373.48,4.59,property,918585.22,0
204493.09,77603.29,2915829.62,9.12,house,12394413.06,53
133511.08,124534.45,801764.23,0.66,house,14981640.15,1099
279315.2,143674.99,6053517.56,12.06,property,3761810.1,0
209051.31,79439.79,3959488.27,3.67,car,2104421.02,0
373929.3,201491.27,7764373.16,6.86,house,6088875.99,0
359136.17,248783.0,6744722.43,4.32,house,14524230.83,53
93069.26,60853.62,1359430.74,5.95,car,2185482.12,21
160421.27,133046.66,3372256.57,10.97,property,1882440.19,0
179118.91,137985.87,232965.22,5.55,house,9649281.25,154
151868.92,137473.48,33372.64,13.05,house,3663565.9,121
90960.46,41381.98,642062.22,13.49,house,7280456.77,76
354914.6,271995.82,4037069.2,5.62,house,9779187.25,51
168254.54,69353.47,714250.66,9.93,car,503060.35,0
366073.19,315215.41,7162900.06,3.52,property,5295634.06,0
397481.93,140578.06,8627939.19,7.52,car,1344087.72,0
216182.74,127039.48,3688771.39,13.88,car,730944.38,0
50070.21,34884.11,1060461.35,5.02,car,2348167.81,59
123814.9,53357.54,2134405.49,11.1,car,1704906.92,0
181495.51,79561.25,483102.09,2.3,car,1463276.15,10
106946.88,86181.35,1228747.23,3.19,house,10901862.96,274
297208.57,258523.61,3796827.16,6.46,house,14644989.33,128
261512.04,149348.87,1661503.8,7.2,house,3226875.48,13
275264.67,211081.12,1536378.04,4.54,house,6387393.91,62
305920.15,281450.88,346172.47,9.46,house,4935273.19,108
268072.08,139698.84,3005993.35,10.36,car,2160121.88,0
49147.44,21328.33,228298.61,13.09,house,5353790.48,97
224161.42,181393.67,3932538.56,6.88,property,6000798.74,30
393649.95,244240.14,8513896.36,5.57,car,834371.65,0
131518.53,96654.21,2342907.46,6.85,car,721581.95,0
336389.53,226503.71,5530913.96,11.48,house,6274007.57,5
24793.92,16754.28,476755.09,0.94,house,14491268.63,1066
334146.6,168061.69,5732016.34,2.72,house,9719890.64,22
321273.94,156693.86,5545342.03,7.04,car,886883.73,0
359641.81,197304.69,1981065.82,4.28,car,2187244.64,2
348024.67,286321.13,6183476.5,7.21,property,7044402.21,9
187405.8,122393.59,2312686.22,0.94,house,6162095.11,57
85454.99,42937.85,1880262.26,13.38,house,5035482.17,40
40325.14,26979.22,793065.67,12.31,property,994680.39,10
249051.61,119660.74,4211423.76,7.73,car,1711931.36,0
267346.16,239598.03,4658412.57,4.49,property,4968173.15,7
